return_id,order_id,product_id,return_reason,return_status,return_date
RET0014505,ORD0027970,PROD001365,Changed Mind,refunded,2022-07-20
RET0014506,ORD0067117,PROD003221,Damaged Item,approved,2022-09-20
RET0014507,ORD0024387,PROD007431,Quality Issue,requested,2021-07-10
RET0014508,ORD0118179,PROD000055,Late Delivery,refunded,2021-07-24
RET0014509,ORD0083737,PROD002997,Late Delivery,picked_up,2023-11-11
RET0014510,ORD0010061,PROD004358,Quality Issue,approved,2023-11-30
RET0014511,ORD0022625,PROD000343,Size Issue,requested,2023-02-04
RET0014512,ORD0046686,PROD002740,Size Issue,approved,2022-09-27
RET0014513,ORD0003514,PROD007861,Size Issue,requested,2022-10-06
RET0014514,ORD0021625,PROD006505,Damaged Item,refunded,2021-03-08
RET0014515,ORD0114205,PROD004729,Size Issue,approved,2022-06-10
RET0014516,ORD0021601,PROD001493,Late Delivery,picked_up,2023-05-25
RET0014517,ORD0110891,PROD007689,Late Delivery,requested,2024-04-30
RET0014518,ORD0088998,PROD001387,Quality Issue,approved,2024-05-14
RET0014519,ORD0018727,PROD004286,Quality Issue,requested,2021-10-28
RET0014520,ORD0036638,PROD001726,Changed Mind,approved,2021-06-25
RET0014521,ORD0043465,PROD000763,Wrong Item,requested,2023-09-17
RET0014522,ORD0017218,PROD004434,Damaged Item,refunded,2024-03-06
RET0014523,ORD0108415,PROD005245,Size Issue,requested,2023-02-03
RET0014524,ORD0019359,PROD002626,Damaged Item,approved,2024-03-14
RET0014525,ORD0024356,PROD005831,Damaged Item,requested,2023-02-15
RET0014526,ORD0086079,PROD001663,Damaged Item,requested,2022-06-25
RET0014527,ORD0061057,PROD002558,Damaged Item,refunded,2022-12-18
RET0014528,ORD0045961,PROD007699,Damaged Item,picked_up,2023-04-13
RET0014529,ORD0012379,PROD007660,Size Issue,requested,2021-11-01
RET0014530,ORD0049203,PROD005340,Size Issue,requested,2023-02-07
RET0014531,ORD0003005,PROD003205,Changed Mind,approved,2021-08-21
RET0014532,ORD0099188,PROD000690,Damaged Item,picked_up,2022-09-06
RET0014533,ORD0026901,PROD001656,Late Delivery,refunded,2022-06-04
RET0014534,ORD0025060,PROD006858,Quality Issue,approved,2023-04-22
RET0014535,ORD0064860,PROD006485,Changed Mind,picked_up,2021-03-06
RET0014536,ORD0041159,PROD006439,Late Delivery,approved,2023-05-13
RET0014537,ORD0057346,PROD004738,Size Issue,picked_up,2023-06-19
RET0014538,ORD0039630,PROD007035,Wrong Item,picked_up,2021-10-21
RET0014539,ORD0025116,PROD001521,Changed Mind,refunded,2023-04-25
RET0014540,ORD0016952,PROD001901,Late Delivery,refunded,2023-02-10
RET0014541,ORD0110623,PROD007104,Late Delivery,refunded,2022-05-15
RET0014542,ORD0016805,PROD003995,Size Issue,approved,2023-05-28
RET0014543,ORD0072495,PROD005453,Quality Issue,picked_up,2023-01-24
RET0014544,ORD0044423,PROD000061,Changed Mind,approved,2023-07-18
RET0014545,ORD0027133,PROD007874,Late Delivery,requested,2024-04-08
RET0014546,ORD0105825,PROD000458,Size Issue,picked_up,2022-01-06
RET0014547,ORD0018258,PROD002035,Wrong Item,refunded,2022-05-18
RET0014548,ORD0002541,PROD002319,Size Issue,approved,2023-11-23
RET0014549,ORD0048013,PROD004241,Size Issue,requested,2023-01-19
RET0014550,ORD0022168,PROD002268,Wrong Item,requested,2022-10-07
RET0014551,ORD0025238,PROD001695,Wrong Item,requested,2022-10-04
RET0014552,ORD0030286,PROD003806,Changed Mind,picked_up,2022-10-31
RET0014553,ORD0103572,PROD001639,Damaged Item,requested,2023-07-03
RET0014554,ORD0059215,PROD007746,Late Delivery,picked_up,2021-04-10
RET0014555,ORD0011471,PROD002371,Wrong Item,approved,2021-04-17
RET0014556,ORD0105845,PROD002663,Late Delivery,requested,2022-01-03
RET0014557,ORD0046634,PROD001184,Late Delivery,requested,2024-04-13
RET0014558,ORD0064252,PROD006989,Quality Issue,requested,2022-01-18
RET0014559,ORD0072267,PROD003332,Wrong Item,requested,2022-10-29
RET0014560,ORD0067580,PROD005662,Wrong Item,picked_up,2021-05-15
RET0014561,ORD0038482,PROD003018,Changed Mind,approved,2021-08-29
RET0014562,ORD0055473,PROD007532,Damaged Item,refunded,2024-04-01
RET0014563,ORD0083148,PROD000300,Damaged Item,requested,2022-09-21
RET0014564,ORD0070152,PROD002830,Late Delivery,requested,2023-10-03
RET0014565,ORD0029453,PROD003432,Wrong Item,approved,2021-06-24
RET0014566,ORD0102666,PROD002622,Quality Issue,approved,2021-08-29
RET0014567,ORD0013101,PROD000459,Size Issue,picked_up,2024-01-11
RET0014568,ORD0018489,PROD000144,Quality Issue,refunded,2022-10-05
RET0014569,ORD0056608,PROD001376,Size Issue,picked_up,2021-08-21
RET0014570,ORD0023145,PROD002526,Changed Mind,refunded,2021-02-23
RET0014571,ORD0004067,PROD001118,Damaged Item,requested,2024-01-22
RET0014572,ORD0051611,PROD003357,Wrong Item,refunded,2021-08-21
RET0014573,ORD0082612,PROD001511,Changed Mind,approved,2024-04-22
RET0014574,ORD0119940,PROD003209,Late Delivery,refunded,2021-05-25
RET0014575,ORD0108652,PROD002426,Damaged Item,approved,2022-09-05
RET0014576,ORD0099969,PROD004886,Size Issue,requested,2022-01-23
RET0014577,ORD0000838,PROD006886,Wrong Item,approved,2021-09-05
RET0014578,ORD0104968,PROD006518,Quality Issue,requested,2022-05-06
RET0014579,ORD0119425,PROD004910,Late Delivery,picked_up,2022-04-30
RET0014580,ORD0003801,PROD004264,Damaged Item,requested,2021-07-11
RET0014581,ORD0025232,PROD003161,Damaged Item,requested,2021-12-30
RET0014582,ORD0029925,PROD007780,Late Delivery,approved,2023-12-12
RET0014583,ORD0099014,PROD001583,Damaged Item,picked_up,2022-12-17
RET0014584,ORD0065743,PROD003357,Changed Mind,requested,2023-12-15
RET0014585,ORD0109749,PROD006660,Quality Issue,refunded,2022-06-30
RET0014586,ORD0001211,PROD000847,Changed Mind,refunded,2021-12-22
RET0014587,ORD0055924,PROD007881,Late Delivery,requested,2022-02-20
RET0014588,ORD0106178,PROD001971,Size Issue,refunded,2023-05-15
RET0014589,ORD0103605,PROD001997,Damaged Item,requested,2023-12-15
RET0014590,ORD0061599,PROD005249,Damaged Item,approved,2023-01-04
RET0014591,ORD0062020,PROD007225,Damaged Item,approved,2021-05-24
RET0014592,ORD0104461,PROD003466,Wrong Item,approved,2024-04-15
RET0014593,ORD0039454,PROD000629,Damaged Item,requested,2021-11-06
RET0014594,ORD0062319,PROD006223,Quality Issue,picked_up,2022-11-08
RET0014595,ORD0063477,PROD005867,Wrong Item,picked_up,2022-04-12
RET0014596,ORD0061967,PROD006048,Size Issue,refunded,2022-01-25
RET0014597,ORD0056496,PROD000029,Changed Mind,picked_up,2023-05-14
RET0014598,ORD0070271,PROD001599,Size Issue,refunded,2022-03-31
RET0014599,ORD0009034,PROD000630,Damaged Item,requested,2021-08-28
RET0014600,ORD0020873,PROD005144,Quality Issue,picked_up,2021-06-07
RET0014601,ORD0041453,PROD006871,Late Delivery,refunded,2022-08-17
RET0014602,ORD0083956,PROD000121,Quality Issue,refunded,2022-02-10
RET0014603,ORD0013358,PROD003838,Damaged Item,picked_up,2021-07-05
RET0014604,ORD0022760,PROD002710,Damaged Item,picked_up,2022-07-24
RET0014605,ORD0010430,PROD003092,Size Issue,picked_up,2021-11-11
RET0014606,ORD0072629,PROD000680,Damaged Item,refunded,2023-08-03
RET0014607,ORD0023606,PROD002122,Late Delivery,requested,2023-10-19
RET0014608,ORD0087100,PROD002638,Damaged Item,refunded,2023-10-25
RET0014609,ORD0070340,PROD000010,Quality Issue,refunded,2021-07-20
RET0014610,ORD0030941,PROD007047,Quality Issue,approved,2024-01-18
RET0014611,ORD0079542,PROD004069,Wrong Item,requested,2022-11-18
RET0014612,ORD0047996,PROD007895,Late Delivery,picked_up,2021-08-27
RET0014613,ORD0013470,PROD002468,Wrong Item,refunded,2023-11-18
RET0014614,ORD0115376,PROD005916,Late Delivery,requested,2023-01-10
RET0014615,ORD0108257,PROD001169,Quality Issue,picked_up,2023-12-10
RET0014616,ORD0076212,PROD003059,Changed Mind,picked_up,2021-06-30
RET0014617,ORD0041309,PROD006849,Late Delivery,refunded,2023-04-12
RET0014618,ORD0050157,PROD003470,Quality Issue,requested,2023-07-15
RET0014619,ORD0089793,PROD005442,Wrong Item,picked_up,2022-05-11
RET0014620,ORD0037291,PROD006342,Late Delivery,picked_up,2022-05-19
RET0014621,ORD0056244,PROD003455,Late Delivery,approved,2021-12-12
RET0014622,ORD0004417,PROD005411,Quality Issue,picked_up,2022-07-08
RET0014623,ORD0053664,PROD007807,Late Delivery,approved,2023-06-17
RET0014624,ORD0067971,PROD004687,Wrong Item,picked_up,2021-05-13
RET0014625,ORD0101668,PROD005026,Quality Issue,approved,2022-09-23
RET0014626,ORD0078124,PROD007789,Late Delivery,requested,2022-03-22
RET0014627,ORD0011957,PROD004942,Damaged Item,requested,2022-12-10
RET0014628,ORD0050674,PROD002507,Size Issue,requested,2021-07-22
RET0014629,ORD0086902,PROD007234,Quality Issue,refunded,2024-02-11
RET0014630,ORD0019747,PROD006361,Quality Issue,approved,2023-08-19
RET0014631,ORD0054805,PROD005446,Wrong Item,approved,2023-09-07
RET0014632,ORD0079424,PROD004510,Size Issue,picked_up,2021-11-17
RET0014633,ORD0082833,PROD004794,Wrong Item,requested,2022-11-09
RET0014634,ORD0048858,PROD000694,Wrong Item,refunded,2021-08-30
RET0014635,ORD0060574,PROD004842,Late Delivery,refunded,2023-01-26
RET0014636,ORD0022924,PROD007362,Late Delivery,approved,2023-02-11
RET0014637,ORD0076764,PROD005671,Quality Issue,approved,2023-05-28
RET0014638,ORD0001685,PROD000066,Damaged Item,approved,2022-01-15
RET0014639,ORD0057807,PROD003791,Wrong Item,refunded,2021-04-08
RET0014640,ORD0072826,PROD006313,Quality Issue,refunded,2022-12-28
RET0014641,ORD0004153,PROD004394,Late Delivery,picked_up,2023-04-08
RET0014642,ORD0062365,PROD001900,Quality Issue,approved,2021-02-11
RET0014643,ORD0077444,PROD000717,Damaged Item,refunded,2021-11-23
RET0014644,ORD0084101,PROD006099,Damaged Item,requested,2021-05-16
RET0014645,ORD0073469,PROD002080,Changed Mind,picked_up,2021-03-21
RET0014646,ORD0010306,PROD003790,Size Issue,refunded,2024-03-29
RET0014647,ORD0049159,PROD002203,Size Issue,refunded,2022-04-17
RET0014648,ORD0085742,PROD003760,Late Delivery,approved,2024-04-07
RET0014649,ORD0086818,PROD004797,Late Delivery,picked_up,2022-04-11
RET0014650,ORD0087633,PROD005398,Wrong Item,refunded,2023-10-22
RET0014651,ORD0102024,PROD002010,Wrong Item,requested,2022-02-23
RET0014652,ORD0028957,PROD001886,Size Issue,requested,2022-11-17
RET0014653,ORD0116482,PROD002431,Size Issue,refunded,2023-05-04
RET0014654,ORD0044189,PROD006538,Late Delivery,refunded,2021-04-24
RET0014655,ORD0090077,PROD002627,Changed Mind,picked_up,2023-07-21
RET0014656,ORD0059678,PROD003962,Damaged Item,approved,2021-02-01
RET0014657,ORD0033292,PROD003488,Changed Mind,refunded,2021-10-15
RET0014658,ORD0058432,PROD007483,Size Issue,picked_up,2024-05-09
RET0014659,ORD0059958,PROD004315,Late Delivery,refunded,2024-01-15
RET0014660,ORD0000885,PROD003374,Damaged Item,refunded,2024-02-06
RET0014661,ORD0072939,PROD006551,Late Delivery,refunded,2024-01-02
RET0014662,ORD0005235,PROD000006,Late Delivery,approved,2022-06-21
RET0014663,ORD0023704,PROD007814,Damaged Item,approved,2023-05-17
RET0014664,ORD0031532,PROD005520,Wrong Item,picked_up,2021-03-27
RET0014665,ORD0116991,PROD002766,Size Issue,refunded,2022-11-19
RET0014666,ORD0081813,PROD001123,Damaged Item,approved,2021-03-27
RET0014667,ORD0029501,PROD005035,Damaged Item,picked_up,2022-12-08
RET0014668,ORD0110175,PROD007073,Late Delivery,requested,2022-01-19
RET0014669,ORD0114569,PROD003878,Late Delivery,requested,2022-02-13
RET0014670,ORD0030752,PROD006588,Changed Mind,picked_up,2022-07-10
RET0014671,ORD0103630,PROD002687,Late Delivery,refunded,2024-02-27
RET0014672,ORD0114109,PROD006305,Quality Issue,refunded,2022-07-24
RET0014673,ORD0000418,PROD006390,Damaged Item,refunded,2023-01-27
RET0014674,ORD0091241,PROD004023,Wrong Item,requested,2023-11-16
RET0014675,ORD0051444,PROD002931,Damaged Item,picked_up,2021-05-25
RET0014676,ORD0032778,PROD003129,Size Issue,approved,2022-02-13
RET0014677,ORD0079254,PROD003706,Changed Mind,requested,2023-09-30
RET0014678,ORD0088322,PROD002952,Quality Issue,refunded,2024-03-31
RET0014679,ORD0118218,PROD006067,Changed Mind,picked_up,2023-11-07
RET0014680,ORD0077612,PROD003270,Wrong Item,requested,2023-03-14
RET0014681,ORD0018891,PROD006273,Wrong Item,picked_up,2021-07-01
RET0014682,ORD0117574,PROD000157,Size Issue,requested,2022-10-09
RET0014683,ORD0024277,PROD001525,Quality Issue,picked_up,2021-05-09
RET0014684,ORD0118221,PROD002066,Wrong Item,refunded,2024-03-17
RET0014685,ORD0035772,PROD002825,Late Delivery,approved,2023-05-18
RET0014686,ORD0065366,PROD006829,Quality Issue,approved,2023-01-26
RET0014687,ORD0089650,PROD002058,Size Issue,approved,2023-02-02
RET0014688,ORD0040013,PROD000865,Late Delivery,approved,2024-02-13
RET0014689,ORD0062288,PROD000678,Changed Mind,picked_up,2023-01-13
RET0014690,ORD0110214,PROD001679,Late Delivery,approved,2022-01-17
RET0014691,ORD0041236,PROD000026,Damaged Item,requested,2021-10-11
RET0014692,ORD0019647,PROD000273,Changed Mind,requested,2024-01-12
RET0014693,ORD0000347,PROD004966,Late Delivery,requested,2022-02-23
RET0014694,ORD0036432,PROD000882,Changed Mind,approved,2024-03-06
RET0014695,ORD0059396,PROD001664,Quality Issue,picked_up,2023-05-20
RET0014696,ORD0025137,PROD000243,Size Issue,refunded,2021-08-13
RET0014697,ORD0017724,PROD006689,Wrong Item,refunded,2021-08-16
RET0014698,ORD0119687,PROD007425,Damaged Item,approved,2021-02-24
RET0014699,ORD0073251,PROD002521,Damaged Item,approved,2023-06-17
RET0014700,ORD0098016,PROD003243,Damaged Item,requested,2022-10-23
RET0014701,ORD0072870,PROD000269,Wrong Item,refunded,2021-09-12
RET0014702,ORD0034341,PROD003657,Wrong Item,refunded,2021-11-19
RET0014703,ORD0029942,PROD001877,Size Issue,requested,2022-03-01
RET0014704,ORD0062331,PROD002221,Size Issue,approved,2024-04-11
RET0014705,ORD0105199,PROD003266,Changed Mind,refunded,2023-11-15
RET0014706,ORD0024979,PROD000592,Wrong Item,requested,2023-02-05
RET0014707,ORD0010175,PROD004258,Late Delivery,refunded,2022-03-02
RET0014708,ORD0092998,PROD000035,Changed Mind,refunded,2023-12-10
RET0014709,ORD0114727,PROD006552,Late Delivery,approved,2024-01-15
RET0014710,ORD0114728,PROD001369,Wrong Item,picked_up,2021-08-07
RET0014711,ORD0030723,PROD007389,Wrong Item,approved,2023-06-08
RET0014712,ORD0031818,PROD003957,Late Delivery,picked_up,2022-08-10
RET0014713,ORD0033916,PROD007342,Wrong Item,picked_up,2021-03-28
RET0014714,ORD0081161,PROD001421,Wrong Item,picked_up,2021-02-07
RET0014715,ORD0033519,PROD004792,Quality Issue,refunded,2023-11-14
RET0014716,ORD0076846,PROD001378,Quality Issue,requested,2023-07-13
RET0014717,ORD0036901,PROD006341,Changed Mind,approved,2021-07-01
RET0014718,ORD0034240,PROD004038,Late Delivery,approved,2022-06-03
RET0014719,ORD0063889,PROD001479,Changed Mind,requested,2022-02-26
RET0014720,ORD0001406,PROD007085,Size Issue,approved,2024-03-01
RET0014721,ORD0087723,PROD005241,Quality Issue,picked_up,2022-06-03
RET0014722,ORD0029903,PROD001942,Wrong Item,approved,2022-10-26
RET0014723,ORD0027053,PROD003419,Late Delivery,requested,2023-09-04
RET0014724,ORD0068548,PROD000798,Changed Mind,picked_up,2021-10-17
RET0014725,ORD0015109,PROD003460,Size Issue,refunded,2022-03-31
RET0014726,ORD0058766,PROD001065,Quality Issue,approved,2022-02-22
RET0014727,ORD0017563,PROD000260,Size Issue,approved,2022-11-13
RET0014728,ORD0074375,PROD000166,Late Delivery,requested,2023-08-25
RET0014729,ORD0104408,PROD004146,Wrong Item,requested,2023-06-28
RET0014730,ORD0105957,PROD004678,Late Delivery,approved,2024-01-23
RET0014731,ORD0109786,PROD001984,Size Issue,refunded,2021-09-21
RET0014732,ORD0063846,PROD001875,Changed Mind,picked_up,2022-04-24
RET0014733,ORD0057618,PROD006981,Quality Issue,picked_up,2022-07-30
RET0014734,ORD0077194,PROD004997,Wrong Item,requested,2021-06-23
RET0014735,ORD0016551,PROD004256,Late Delivery,refunded,2023-04-14
RET0014736,ORD0027647,PROD003226,Changed Mind,picked_up,2024-04-10
RET0014737,ORD0116433,PROD003209,Damaged Item,approved,2023-11-05
RET0014738,ORD0061582,PROD003039,Wrong Item,refunded,2024-05-02
RET0014739,ORD0071421,PROD005603,Quality Issue,approved,2023-12-01
RET0014740,ORD0103915,PROD006240,Wrong Item,picked_up,2023-03-15
RET0014741,ORD0039837,PROD004754,Size Issue,refunded,2022-08-16
RET0014742,ORD0069603,PROD003187,Size Issue,picked_up,2021-07-09
RET0014743,ORD0098202,PROD001762,Wrong Item,refunded,2023-06-17
RET0014744,ORD0051496,PROD000673,Size Issue,approved,2021-07-04
RET0014745,ORD0064339,PROD003325,Wrong Item,requested,2022-12-05
RET0014746,ORD0115506,PROD002225,Wrong Item,picked_up,2024-03-02
RET0014747,ORD0067686,PROD001142,Quality Issue,requested,2022-05-08
RET0014748,ORD0111680,PROD001087,Damaged Item,requested,2023-10-03
RET0014749,ORD0021151,PROD007998,Size Issue,refunded,2021-08-24
RET0014750,ORD0113571,PROD004746,Quality Issue,approved,2024-02-09
RET0014751,ORD0056257,PROD006306,Size Issue,approved,2021-07-25
RET0014752,ORD0067164,PROD005150,Wrong Item,approved,2022-12-27
RET0014753,ORD0003776,PROD001557,Late Delivery,requested,2021-08-03
RET0014754,ORD0084381,PROD002970,Damaged Item,requested,2022-07-14
RET0014755,ORD0014857,PROD000193,Changed Mind,approved,2022-04-10
RET0014756,ORD0036822,PROD006459,Size Issue,approved,2021-03-12
RET0014757,ORD0069007,PROD005602,Changed Mind,approved,2022-02-02
RET0014758,ORD0104581,PROD002415,Wrong Item,approved,2021-06-28
RET0014759,ORD0093111,PROD004772,Size Issue,refunded,2021-04-19
RET0014760,ORD0110266,PROD002891,Damaged Item,requested,2023-03-30
RET0014761,ORD0047542,PROD006706,Changed Mind,refunded,2022-12-02
RET0014762,ORD0077443,PROD003171,Wrong Item,approved,2021-12-12
RET0014763,ORD0033018,PROD006003,Wrong Item,approved,2021-06-27
RET0014764,ORD0029621,PROD001335,Damaged Item,requested,2021-10-10
RET0014765,ORD0009846,PROD003029,Quality Issue,refunded,2023-07-03
RET0014766,ORD0099394,PROD000712,Quality Issue,refunded,2022-09-09
RET0014767,ORD0078684,PROD006740,Size Issue,requested,2022-06-07
RET0014768,ORD0048121,PROD006745,Wrong Item,requested,2023-05-22
RET0014769,ORD0092149,PROD001612,Size Issue,refunded,2023-11-21
RET0014770,ORD0118834,PROD005692,Quality Issue,requested,2022-02-18
RET0014771,ORD0086085,PROD006421,Changed Mind,approved,2022-08-21
RET0014772,ORD0081668,PROD001050,Quality Issue,refunded,2022-05-12
RET0014773,ORD0092511,PROD006272,Wrong Item,approved,2023-01-03
RET0014774,ORD0099110,PROD007249,Damaged Item,picked_up,2022-10-13
RET0014775,ORD0042563,PROD007634,Wrong Item,refunded,2021-04-17
RET0014776,ORD0025270,PROD002816,Wrong Item,requested,2022-06-14
RET0014777,ORD0073591,PROD001414,Changed Mind,requested,2023-03-21
RET0014778,ORD0047872,PROD005086,Changed Mind,approved,2021-03-13
RET0014779,ORD0113175,PROD005103,Damaged Item,picked_up,2022-01-11
RET0014780,ORD0019270,PROD005915,Quality Issue,refunded,2023-08-15
RET0014781,ORD0009792,PROD006416,Wrong Item,refunded,2022-07-08
RET0014782,ORD0052976,PROD006431,Late Delivery,refunded,2021-07-24
RET0014783,ORD0013045,PROD007899,Late Delivery,picked_up,2021-11-14
RET0014784,ORD0017837,PROD007476,Size Issue,refunded,2021-09-18
RET0014785,ORD0025542,PROD004866,Wrong Item,refunded,2022-06-20
RET0014786,ORD0066082,PROD007794,Late Delivery,requested,2022-06-04
RET0014787,ORD0037765,PROD004786,Size Issue,approved,2023-12-03
RET0014788,ORD0041675,PROD003303,Quality Issue,approved,2024-05-03
RET0014789,ORD0041077,PROD007272,Wrong Item,refunded,2022-05-26
RET0014790,ORD0096060,PROD001133,Quality Issue,requested,2023-01-24
RET0014791,ORD0111672,PROD004988,Wrong Item,picked_up,2023-11-30
RET0014792,ORD0022510,PROD006148,Changed Mind,picked_up,2023-06-24
RET0014793,ORD0006462,PROD003445,Wrong Item,approved,2023-05-10
RET0014794,ORD0005961,PROD004742,Damaged Item,approved,2023-02-13
RET0014795,ORD0036304,PROD004580,Changed Mind,requested,2021-03-30
RET0014796,ORD0069002,PROD004340,Late Delivery,approved,2022-01-28
RET0014797,ORD0044293,PROD004284,Quality Issue,approved,2021-04-24
RET0014798,ORD0009269,PROD002096,Changed Mind,approved,2021-02-27
RET0014799,ORD0046046,PROD005113,Size Issue,approved,2024-05-05
RET0014800,ORD0017862,PROD000489,Wrong Item,refunded,2021-04-05
RET0014801,ORD0027836,PROD007849,Late Delivery,refunded,2022-01-13
RET0014802,ORD0084565,PROD003303,Quality Issue,picked_up,2022-03-16
RET0014803,ORD0106432,PROD007602,Quality Issue,refunded,2021-10-21
RET0014804,ORD0101779,PROD007371,Quality Issue,refunded,2022-11-04
RET0014805,ORD0006452,PROD006545,Size Issue,refunded,2023-05-11
RET0014806,ORD0092070,PROD002709,Late Delivery,requested,2023-10-11
RET0014807,ORD0020675,PROD002972,Quality Issue,requested,2021-06-12
RET0014808,ORD0086186,PROD001411,Late Delivery,refunded,2021-09-02
RET0014809,ORD0005990,PROD007724,Wrong Item,refunded,2023-12-25
RET0014810,ORD0054745,PROD005280,Wrong Item,approved,2023-06-27
RET0014811,ORD0072074,PROD005238,Changed Mind,requested,2021-10-05
RET0014812,ORD0062760,PROD005598,Damaged Item,refunded,2024-05-10
RET0014813,ORD0112830,PROD000820,Wrong Item,requested,2021-11-01
RET0014814,ORD0099504,PROD002012,Damaged Item,approved,2022-06-30
RET0014815,ORD0017933,PROD002179,Wrong Item,requested,2023-12-09
RET0014816,ORD0082422,PROD004561,Changed Mind,picked_up,2021-08-27
RET0014817,ORD0072687,PROD002092,Changed Mind,approved,2024-01-02
RET0014818,ORD0081903,PROD005011,Size Issue,picked_up,2022-09-21
RET0014819,ORD0001866,PROD003157,Size Issue,picked_up,2021-12-06
RET0014820,ORD0060988,PROD005833,Size Issue,approved,2022-11-30
RET0014821,ORD0108096,PROD002697,Quality Issue,approved,2023-03-21
RET0014822,ORD0021695,PROD006608,Size Issue,requested,2021-11-06
RET0014823,ORD0108544,PROD005574,Size Issue,requested,2022-10-14
RET0014824,ORD0029936,PROD001314,Changed Mind,picked_up,2023-03-14
RET0014825,ORD0061911,PROD003964,Wrong Item,approved,2023-10-27
RET0014826,ORD0108705,PROD004562,Wrong Item,requested,2022-05-12
RET0014827,ORD0060231,PROD004705,Wrong Item,approved,2021-02-18
RET0014828,ORD0093182,PROD007671,Wrong Item,picked_up,2023-06-28
RET0014829,ORD0018116,PROD000535,Size Issue,approved,2023-11-07
RET0014830,ORD0076267,PROD007585,Changed Mind,approved,2021-03-23
RET0014831,ORD0105611,PROD007943,Late Delivery,requested,2023-02-18
RET0014832,ORD0028441,PROD006132,Size Issue,picked_up,2021-06-03
RET0014833,ORD0035549,PROD002518,Damaged Item,picked_up,2021-11-15
RET0014834,ORD0111539,PROD004215,Wrong Item,requested,2022-05-20
RET0014835,ORD0049470,PROD006406,Changed Mind,approved,2021-05-09
RET0014836,ORD0042142,PROD003312,Wrong Item,picked_up,2023-12-02
RET0014837,ORD0061215,PROD006116,Late Delivery,approved,2021-03-28
RET0014838,ORD0035123,PROD004278,Wrong Item,picked_up,2023-07-18
RET0014839,ORD0030923,PROD002129,Damaged Item,requested,2021-12-11
RET0014840,ORD0005003,PROD001247,Size Issue,approved,2023-07-09
RET0014841,ORD0095783,PROD006619,Damaged Item,approved,2023-10-27
RET0014842,ORD0069665,PROD003259,Late Delivery,refunded,2022-04-21
RET0014843,ORD0084199,PROD006782,Wrong Item,approved,2022-12-01
RET0014844,ORD0043937,PROD000233,Quality Issue,approved,2022-10-07
RET0014845,ORD0088820,PROD005434,Size Issue,requested,2021-05-06
RET0014846,ORD0109335,PROD003704,Size Issue,requested,2021-12-28
RET0014847,ORD0018255,PROD001146,Wrong Item,approved,2023-06-06
RET0014848,ORD0091208,PROD007625,Changed Mind,requested,2022-05-09
RET0014849,ORD0038604,PROD002190,Wrong Item,requested,2022-05-20
RET0014850,ORD0082657,PROD003624,Changed Mind,refunded,2023-08-30
RET0014851,ORD0086041,PROD005113,Changed Mind,requested,2022-03-09
RET0014852,ORD0105082,PROD007302,Quality Issue,approved,2024-01-23
RET0014853,ORD0092123,PROD000852,Wrong Item,requested,2023-03-07
RET0014854,ORD0001044,PROD000371,Quality Issue,requested,2023-05-20
RET0014855,ORD0105551,PROD000869,Wrong Item,picked_up,2022-08-23
RET0014856,ORD0053991,PROD006376,Changed Mind,refunded,2024-05-06
RET0014857,ORD0089149,PROD003809,Size Issue,requested,2021-09-01
RET0014858,ORD0001122,PROD002811,Changed Mind,requested,2023-12-19
RET0014859,ORD0062785,PROD003697,Changed Mind,requested,2023-12-06
RET0014860,ORD0031247,PROD005921,Late Delivery,picked_up,2022-10-14
RET0014861,ORD0080476,PROD002459,Size Issue,refunded,2024-04-19
RET0014862,ORD0084223,PROD001649,Wrong Item,approved,2022-12-20
RET0014863,ORD0075599,PROD000525,Changed Mind,refunded,2023-12-27
RET0014864,ORD0066811,PROD000680,Quality Issue,requested,2022-07-11
RET0014865,ORD0032044,PROD005113,Damaged Item,approved,2023-01-08
RET0014866,ORD0010219,PROD005518,Size Issue,picked_up,2022-04-13
RET0014867,ORD0097904,PROD006279,Wrong Item,picked_up,2023-12-28
RET0014868,ORD0017604,PROD004567,Late Delivery,picked_up,2024-01-17
RET0014869,ORD0092656,PROD007254,Quality Issue,refunded,2021-05-17
RET0014870,ORD0055597,PROD002892,Late Delivery,approved,2021-02-21
RET0014871,ORD0087951,PROD002263,Quality Issue,picked_up,2021-11-07
RET0014872,ORD0032785,PROD007421,Quality Issue,requested,2023-01-08
RET0014873,ORD0009414,PROD005660,Quality Issue,requested,2024-01-02
RET0014874,ORD0007380,PROD005952,Damaged Item,approved,2023-11-30
RET0014875,ORD0066767,PROD001967,Late Delivery,requested,2021-07-25
RET0014876,ORD0111712,PROD001398,Wrong Item,picked_up,2024-05-05
RET0014877,ORD0048631,PROD003536,Wrong Item,approved,2023-03-12
RET0014878,ORD0072652,PROD005339,Changed Mind,approved,2024-01-23
RET0014879,ORD0029278,PROD001670,Size Issue,picked_up,2021-06-20
RET0014880,ORD0095025,PROD006787,Changed Mind,approved,2022-10-05
RET0014881,ORD0021404,PROD003329,Damaged Item,picked_up,2023-06-13
RET0014882,ORD0115649,PROD003082,Size Issue,picked_up,2024-02-08
RET0014883,ORD0009924,PROD002781,Size Issue,approved,2023-08-07
RET0014884,ORD0049175,PROD002172,Changed Mind,requested,2023-02-07
RET0014885,ORD0007666,PROD001120,Wrong Item,picked_up,2021-03-14
RET0014886,ORD0057024,PROD006419,Changed Mind,requested,2021-11-22
