product_id,category_id,brand_name,product_name,mrp,cost_price,weight_g,length_cm,height_cm,width_cm,launch_month,selling_price,product_rating_avg
PROD006242,CAT016,Dell,Product_006242,6771.76,3265.06,2114,11.4,52.3,58.5,1,5368.97,3.8
PROD006243,CAT001,Dell,Product_006243,6514.55,4039.06,2510,74.5,57.0,34.0,5,5419.74,3.8
PROD006244,CAT022,Hp,Product_006244,2320.15,1494.33,1695,67.9,29.3,45.3,4,1776.05,3.8
PROD006245,CAT032,Nike,Product_006245,1621.74,1075.16,2737,45.2,12.9,37.8,8,1292.5,3.5
PROD006246,CAT002,Dell,Product_006246,1042.18,660.51,4162,60.8,42.2,27.5,4,796.35,3.3
PROD006247,CAT003,Patanjali,Product_006247,5366.99,3352.74,2229,31.4,19.2,24.0,12,5104.93,2.7
PROD006248,CAT016,Nike,Product_006248,5591.07,3396.48,5205,51.2,57.7,38.4,1,4441.43,2.6
PROD006249,CAT021,Lakme,Product_006249,1446.9,908.79,1277,36.0,20.0,23.4,1,1116.14,3.7
PROD006250,CAT019,Crompton,Product_006250,5237.69,3637.74,2527,44.5,35.4,45.9,11,4277.44,4.5
PROD006251,CAT018,Airtel,Product_006251,1766.73,1290.95,3349,52.7,4.9,11.1,7,1589.18,4.3
PROD006252,CAT011,Crompton,Product_006252,10512.85,7335.81,3034,9.0,59.4,44.2,11,9324.95,3.7
PROD006253,CAT003,Fastrack,Product_006253,3441.61,2318.71,5213,12.2,35.4,32.6,6,2835.11,4.0
PROD006254,CAT002,Hp,Product_006254,4773.07,3038.69,1851,11.2,58.6,8.6,12,3786.14,4.7
PROD006255,CAT004,Red Tape,Product_006255,2494.28,1409.79,2139,49.6,19.4,51.0,6,2073.74,4.7
PROD006256,CAT028,Mi,Product_006256,7513.78,4972.22,3317,36.0,32.6,34.8,9,5896.7,4.8
PROD006257,CAT032,Oneplus,Product_006257,1294.74,825.73,3320,42.5,3.1,45.2,12,1075.49,2.5
PROD006258,CAT018,Tata,Product_006258,6972.26,4964.21,4352,42.5,46.7,10.9,10,6072.26,4.0
PROD006259,CAT004,Fastrack,Product_006259,4820.27,3931.99,4390,8.0,11.7,12.7,4,4458.68,4.2
PROD006260,CAT017,Samsung,Product_006260,10671.44,8229.91,159,64.7,26.7,53.2,10,9607.1,2.7
PROD006261,CAT040,Crompton,Product_006261,10411.4,7426.21,4227,57.6,40.9,30.1,5,8896.85,3.3
PROD006262,CAT010,Bajaj,Product_006262,1187.32,671.01,3976,56.6,6.8,20.6,9,976.87,2.9
PROD006263,CAT020,Mi,Product_006263,5346.75,2474.33,3263,7.6,47.5,33.1,8,4015.31,3.4
PROD006264,CAT022,Bajaj,Product_006264,7476.66,5147.38,1812,53.9,48.7,24.8,3,6664.19,3.5
PROD006265,CAT014,Patanjali,Product_006265,3356.94,1639.37,4998,42.5,32.8,58.5,4,2685.93,2.9
PROD006266,CAT018,Crompton,Product_006266,1843.32,1369.76,4086,62.0,37.1,15.0,3,1682.22,3.6
PROD006267,CAT019,Bajaj,Product_006267,5706.34,3706.25,1489,12.3,7.5,33.7,1,4514.06,2.9
PROD006268,CAT019,Wild Stone,Product_006268,1672.94,1221.07,1748,61.0,28.0,22.6,7,1588.13,4.6
PROD006269,CAT029,Hp,Product_006269,7825.04,4082.34,3936,77.1,50.8,13.2,3,6276.22,2.9
PROD006270,CAT024,Airtel,Product_006270,3025.5,2375.09,5055,68.8,7.2,42.2,9,2753.04,3.7
PROD006271,CAT003,Dell,Product_006271,3402.36,2399.86,2749,72.1,59.3,11.7,3,3081.58,3.3
PROD006272,CAT001,Red Tape,Product_006272,4682.38,3360.75,4848,10.7,30.2,19.4,1,3905.32,3.5
PROD006273,CAT017,Hp,Product_006273,12292.28,7616.27,2163,44.7,2.7,31.3,2,10094.9,3.4
PROD006274,CAT037,Wild Stone,Product_006274,2809.51,1861.4,2234,23.5,21.7,27.7,7,2416.53,4.8
PROD006275,CAT002,Airtel,Product_006275,5503.3,2886.39,3804,45.9,31.0,55.0,2,4619.22,4.0
PROD006276,CAT003,Mi,Product_006276,1061.29,763.58,373,58.0,57.6,40.5,11,928.78,2.6
PROD006277,CAT028,Lakme,Product_006277,5555.87,4005.87,850,61.0,42.9,7.9,9,4944.95,4.4
PROD006278,CAT019,Hp,Product_006278,2134.54,987.73,4033,79.4,35.7,12.0,2,1597.66,3.8
PROD006279,CAT010,Hp,Product_006279,4019.91,2434.15,1407,76.8,58.1,36.8,11,3291.04,2.8
PROD006280,CAT009,Nike,Product_006280,10372.35,7055.23,1045,23.5,19.1,16.6,4,9120.98,3.6
PROD006281,CAT027,Patanjali,Product_006281,6229.55,3930.02,581,73.7,24.0,15.0,11,4812.99,2.8
PROD006282,CAT021,Adidas,Product_006282,1212.94,650.95,1314,71.3,46.6,59.3,12,1000.27,3.8
PROD006283,CAT026,Crompton,Product_006283,9380.95,4756.24,1453,59.3,36.5,43.7,4,7181.28,3.4
PROD006284,CAT012,Bajaj,Product_006284,2897.65,1554.01,1942,24.3,14.7,20.9,4,2319.5,2.7
PROD006285,CAT022,Mi,Product_006285,1721.02,906.84,5167,19.1,45.6,5.6,2,1500.67,4.0
PROD006286,CAT035,Hp,Product_006286,10551.31,7529.46,3581,37.7,17.5,48.5,1,8678.98,3.0
PROD006287,CAT013,Dell,Product_006287,3260.57,2551.89,3844,7.9,34.4,36.3,7,3033.38,4.3
PROD006288,CAT016,Hp,Product_006288,5973.56,2999.25,817,26.3,51.7,21.4,9,4921.75,4.6
PROD006289,CAT007,Fastrack,Product_006289,11333.7,5930.03,1140,10.5,18.0,33.5,7,9609.58,3.1
PROD006290,CAT026,Nike,Product_006290,4589.84,2999.8,4953,44.3,46.1,54.2,12,3593.17,3.2
PROD006291,CAT002,Adidas,Product_006291,4663.82,2152.62,3525,51.2,52.0,7.6,2,3575.53,2.6
PROD006292,CAT010,Patanjali,Product_006292,10354.88,6910.5,4472,13.3,20.4,45.0,3,9329.69,3.6
PROD006293,CAT029,Tata,Product_006293,2868.18,1687.57,2030,70.5,13.4,52.3,11,2669.41,4.4
PROD006294,CAT001,Patanjali,Product_006294,6263.96,4172.64,3217,12.3,52.2,33.1,3,5366.81,2.8
PROD006295,CAT040,Bajaj,Product_006295,6632.71,4929.69,2812,34.7,29.1,57.8,5,5480.47,2.9
PROD006296,CAT017,Red Tape,Product_006296,6373.79,3570.99,1209,42.6,20.1,17.0,6,5480.28,4.2
PROD006297,CAT016,Fastrack,Product_006297,6621.16,4741.77,4554,48.7,2.6,44.4,3,5345.82,4.0
PROD006298,CAT022,Mi,Product_006298,3119.32,1882.41,1902,28.9,13.3,27.8,7,2358.36,3.0
PROD006299,CAT026,Oneplus,Product_006299,4781.34,3420.38,2621,58.5,31.7,25.2,10,3978.83,2.9
PROD006300,CAT019,Adidas,Product_006300,4850.15,3112.45,818,30.6,50.1,39.6,10,4245.1,2.7
PROD006301,CAT036,Wild Stone,Product_006301,7272.2,4894.2,3547,24.0,31.1,38.1,6,5463.76,2.5
PROD006302,CAT039,Red Tape,Product_006302,2033.94,1439.16,4372,39.0,18.0,24.6,12,1734.23,3.5
PROD006303,CAT009,Patanjali,Product_006303,5391.57,4299.71,2316,13.5,55.9,25.0,4,5016.59,2.7
PROD006304,CAT029,Patanjali,Product_006304,3905.45,2192.59,5382,77.5,23.4,30.9,10,2661.45,3.2
PROD006305,CAT013,Hp,Product_006305,8527.16,5819.29,1491,46.3,11.4,59.6,11,7476.16,4.5
PROD006306,CAT040,Crompton,Product_006306,4143.15,2893.3,4815,15.8,56.8,48.7,4,3363.58,2.6
PROD006307,CAT011,Mi,Product_006307,3064.91,1722.99,3995,64.7,25.0,24.5,1,2719.99,4.3
PROD006308,CAT012,Bajaj,Product_006308,5139.15,3956.85,5107,59.0,30.0,24.3,10,4007.91,3.4
PROD006309,CAT029,Mi,Product_006309,5199.38,3782.16,4100,37.3,50.1,54.2,2,4598.39,3.4
PROD006310,CAT032,Samsung,Product_006310,1648.42,1128.57,2772,78.8,18.7,47.6,8,1431.08,4.7
PROD006311,CAT006,Red Tape,Product_006311,14348.18,6960.45,2333,42.5,32.7,40.6,6,11263.7,3.8
PROD006312,CAT023,Fastrack,Product_006312,10662.21,5502.86,4579,21.0,52.2,44.0,6,8004.42,2.6
PROD006313,CAT014,Patanjali,Product_006313,294.35,212.64,4638,64.3,16.9,7.2,9,246.28,4.3
PROD006314,CAT025,Airtel,Product_006314,6369.02,3665.72,3280,74.7,53.9,9.2,8,5513.76,3.8
PROD006315,CAT023,Hp,Product_006315,2491.34,1621.47,3891,24.7,13.1,21.7,8,2247.19,4.3
PROD006316,CAT040,Crompton,Product_006316,865.82,597.56,2599,5.5,51.6,30.5,6,821.94,2.8
PROD006317,CAT038,Lakme,Product_006317,4321.58,2423.17,1279,50.7,24.8,43.8,9,3674.22,3.1
PROD006318,CAT027,Bajaj,Product_006318,830.91,490.72,370,60.0,33.8,47.8,8,719.06,4.6
PROD006319,CAT028,Dell,Product_006319,7492.45,3831.36,3630,24.6,34.0,53.5,7,5562.29,3.5
PROD006320,CAT036,Adidas,Product_006320,3598.46,2360.15,3714,77.3,13.9,19.2,9,3026.05,3.7
PROD006321,CAT008,Wild Stone,Product_006321,2544.33,1299.7,3692,17.6,12.0,45.9,2,2029.32,4.0
PROD006322,CAT030,Hp,Product_006322,15889.64,8067.96,3137,65.1,43.3,59.7,1,12000.0,3.7
PROD006323,CAT031,Red Tape,Product_006323,4146.83,2327.12,1949,70.7,49.9,15.7,1,3347.68,4.2
PROD006324,CAT006,Lakme,Product_006324,1329.57,868.47,1407,17.8,9.9,7.9,8,1182.04,3.0
PROD006325,CAT036,Fastrack,Product_006325,6038.31,2996.2,455,42.6,45.6,54.2,10,4900.34,4.6
PROD006326,CAT028,Bajaj,Product_006326,5365.65,4124.35,899,7.1,21.0,11.6,2,4583.82,2.6
PROD006327,CAT014,Hp,Product_006327,7018.37,4116.16,3493,53.1,36.5,44.3,1,5964.43,3.6
PROD006328,CAT020,Boat,Product_006328,4837.64,2470.32,4248,46.0,33.0,25.7,5,3599.98,4.8
PROD006329,CAT020,Bajaj,Product_006329,2084.0,1409.09,5001,63.4,45.1,23.9,10,1838.43,4.0
PROD006330,CAT037,Adidas,Product_006330,1868.08,1343.32,553,42.6,33.4,56.7,6,1568.92,3.6
PROD006331,CAT039,Oneplus,Product_006331,2476.15,1662.2,4496,31.5,7.4,23.7,9,2255.23,4.7
PROD006332,CAT033,Fastrack,Product_006332,4113.9,2514.99,3326,15.3,18.2,26.8,12,3727.83,2.7
PROD006333,CAT027,Red Tape,Product_006333,11880.01,7428.47,1727,8.8,25.1,4.9,7,9650.34,3.5
PROD006334,CAT005,Nike,Product_006334,3913.9,2286.04,4019,44.7,35.2,14.3,4,3068.99,4.6
PROD006335,CAT037,Patanjali,Product_006335,4898.75,2858.79,5443,73.9,11.8,24.2,1,3533.78,4.1
PROD006336,CAT006,Adidas,Product_006336,2853.03,1671.26,2149,62.5,21.6,41.3,10,2299.09,3.3
PROD006337,CAT007,Philips,Product_006337,363.26,268.42,3488,34.5,5.7,7.6,9,317.0,4.7
PROD006338,CAT003,Airtel,Product_006338,4730.27,3685.96,1508,78.8,20.7,23.6,5,4117.63,4.2
PROD006339,CAT038,Adidas,Product_006339,3044.36,2562.28,1207,18.8,31.7,24.5,8,2850.83,4.7
PROD006340,CAT020,Tata,Product_006340,1007.95,650.41,905,79.8,56.3,48.3,3,846.25,3.8
PROD006341,CAT010,Mi,Product_006341,9471.2,4891.4,274,22.3,12.3,19.4,9,7884.25,2.5
PROD006342,CAT004,Patanjali,Product_006342,8067.71,4849.18,4009,17.6,3.6,53.9,6,6297.02,4.7
PROD006343,CAT017,Red Tape,Product_006343,5713.91,4074.63,888,69.4,23.9,56.9,3,4600.25,4.4
PROD006344,CAT029,Wild Stone,Product_006344,4355.92,2915.43,3752,40.2,37.2,16.4,2,3321.64,3.8
PROD006345,CAT040,Boat,Product_006345,12667.96,6552.88,4796,71.9,37.2,25.2,1,9859.14,2.9
PROD006346,CAT023,Oneplus,Product_006346,12082.8,6845.22,4672,61.1,22.0,45.1,10,10418.33,4.5
PROD006347,CAT025,Airtel,Product_006347,12248.59,6379.64,1714,16.8,4.2,19.0,1,9880.55,4.0
PROD006348,CAT034,Fastrack,Product_006348,6814.05,4523.87,772,14.1,55.3,50.3,6,5347.77,2.5
PROD006349,CAT037,Wild Stone,Product_006349,3950.68,2207.24,2493,38.5,31.1,58.5,2,2954.74,3.6
PROD006350,CAT012,Fastrack,Product_006350,2275.01,1356.09,1079,47.1,47.0,39.4,9,1933.37,4.8
PROD006351,CAT040,Oneplus,Product_006351,7628.03,4274.95,2117,36.7,25.0,13.0,5,6129.47,3.8
PROD006352,CAT021,Bajaj,Product_006352,2787.82,1494.04,3172,20.9,50.2,4.1,10,1913.96,4.1
PROD006353,CAT038,Lakme,Product_006353,9960.98,5822.58,3579,21.3,47.5,27.0,2,8529.7,4.0
PROD006354,CAT005,Airtel,Product_006354,5112.6,3477.65,1279,43.2,7.5,16.7,5,4021.4,3.7
PROD006355,CAT004,Lakme,Product_006355,15263.68,8336.5,1327,6.1,5.0,47.3,5,11531.96,4.1
PROD006356,CAT036,Mi,Product_006356,4632.96,2352.55,4776,37.9,10.7,30.3,6,3494.55,3.0
PROD006357,CAT027,Philips,Product_006357,6884.74,5102.54,5202,7.5,49.7,39.4,4,6275.25,3.3
PROD006358,CAT008,Philips,Product_006358,1919.05,1095.34,3569,70.5,17.6,38.0,4,1452.69,4.5
PROD006359,CAT036,Fastrack,Product_006359,2817.83,2004.88,3107,51.5,25.0,6.0,12,2535.78,3.1
PROD006360,CAT005,Mi,Product_006360,10438.25,6661.37,3654,17.0,35.5,43.6,9,8177.38,3.5
PROD006361,CAT028,Dell,Product_006361,2349.63,1605.07,795,62.6,39.8,50.2,6,1895.93,2.7
PROD006362,CAT009,Boat,Product_006362,4796.7,2288.02,4944,41.9,26.7,30.4,10,3629.65,4.6
PROD006363,CAT003,Oneplus,Product_006363,11009.37,5779.18,1226,43.3,28.1,36.6,1,9622.4,3.1
PROD006364,CAT033,Red Tape,Product_006364,3538.03,1668.57,3716,24.2,21.0,12.1,7,2712.37,3.8
PROD006365,CAT034,Wild Stone,Product_006365,5376.98,3090.76,1299,34.5,7.5,40.9,9,3990.88,3.4
PROD006366,CAT005,Hp,Product_006366,7331.08,4743.02,3911,70.9,10.6,56.6,1,5840.88,3.3
PROD006367,CAT004,Patanjali,Product_006367,2624.07,2083.72,4169,16.0,53.6,43.9,9,2366.93,2.9
PROD006368,CAT025,Crompton,Product_006368,3178.28,2042.99,4102,51.8,58.5,4.8,9,2921.35,4.8
PROD006369,CAT002,Fastrack,Product_006369,6907.68,4571.22,2415,21.3,49.9,21.3,7,5478.73,3.2
PROD006370,CAT030,Dell,Product_006370,6279.92,3725.69,3378,38.4,19.7,57.4,9,4609.06,3.4
PROD006371,CAT037,Red Tape,Product_006371,4551.59,3395.45,3329,45.0,12.3,41.4,12,4147.09,2.9
PROD006372,CAT031,Nike,Product_006372,2299.87,1594.93,3990,14.1,31.5,22.2,5,1785.2,3.9
PROD006373,CAT010,Patanjali,Product_006373,8319.54,5066.64,2795,10.9,7.5,37.6,3,6835.38,2.7
PROD006374,CAT008,Adidas,Product_006374,2572.2,1401.0,2839,41.3,55.1,13.1,5,2155.97,4.0
PROD006375,CAT028,Patanjali,Product_006375,3543.6,2595.37,3796,35.7,46.5,55.8,12,3128.57,3.7
PROD006376,CAT003,Nike,Product_006376,14349.72,9021.11,1019,74.1,58.5,25.8,6,10667.72,4.0
PROD006377,CAT022,Wild Stone,Product_006377,9591.05,6149.89,3623,57.3,51.6,14.8,12,7571.98,2.5
PROD006378,CAT018,Airtel,Product_006378,2927.27,1959.14,900,72.3,25.7,8.2,10,2280.84,4.0
PROD006379,CAT030,Dell,Product_006379,5207.22,2892.5,4014,74.6,20.2,6.0,2,4066.19,2.6
PROD006380,CAT009,Red Tape,Product_006380,3350.1,2206.85,2200,6.4,50.4,40.1,9,2734.32,4.6
PROD006381,CAT031,Patanjali,Product_006381,2556.19,1303.43,4634,71.0,36.1,42.2,11,1919.19,4.3
PROD006382,CAT028,Adidas,Product_006382,4498.93,2695.12,577,76.9,53.0,40.9,7,3672.16,2.8
PROD006383,CAT010,Oneplus,Product_006383,818.22,456.43,2587,38.9,20.9,21.6,4,678.45,3.8
PROD006384,CAT015,Red Tape,Product_006384,9034.42,5158.04,1003,52.7,33.7,48.4,10,7980.14,4.7
PROD006385,CAT003,Lakme,Product_006385,3414.77,1838.39,4792,30.9,28.8,51.0,1,3009.88,3.1
PROD006386,CAT018,Patanjali,Product_006386,10777.82,6795.59,776,12.4,12.6,37.8,11,8479.36,2.7
PROD006387,CAT011,Tata,Product_006387,2543.05,1906.75,2720,24.7,33.4,38.5,1,2210.52,3.5
PROD006388,CAT005,Crompton,Product_006388,1218.68,667.0,668,11.0,6.8,14.8,1,960.64,2.8
PROD006389,CAT023,Hp,Product_006389,3145.18,1715.9,4408,41.5,23.7,52.1,7,2354.51,4.3
PROD006390,CAT023,Hp,Product_006390,2159.45,1098.31,1623,54.0,32.9,8.7,1,1827.27,4.6
PROD006391,CAT004,Samsung,Product_006391,8702.32,5836.95,3308,5.4,10.4,48.9,9,8063.69,3.5
PROD006392,CAT008,Samsung,Product_006392,3849.25,2107.59,1019,22.2,45.7,27.4,6,3079.49,4.8
PROD006393,CAT004,Lakme,Product_006393,6816.2,4999.61,1999,10.5,13.1,9.5,9,6474.0,2.9
PROD006394,CAT028,Wild Stone,Product_006394,7003.09,4751.25,714,77.4,44.3,7.4,10,5445.21,4.6
PROD006395,CAT014,Oneplus,Product_006395,3134.49,1951.36,3074,65.2,3.4,59.4,10,2595.43,3.2
PROD006396,CAT003,Crompton,Product_006396,1933.49,1296.61,119,7.3,42.0,35.9,2,1615.39,4.6
PROD006397,CAT008,Oneplus,Product_006397,2038.03,1354.94,5463,66.0,25.2,28.9,11,1669.38,4.6
PROD006398,CAT040,Adidas,Product_006398,10204.69,5468.79,2348,67.0,47.8,55.8,11,8469.17,3.3
PROD006399,CAT011,Tata,Product_006399,4441.67,2725.76,3499,65.4,34.6,29.9,7,3871.97,2.5
PROD006400,CAT028,Tata,Product_006400,576.19,365.03,1649,70.9,24.0,51.4,2,435.95,3.2
PROD006401,CAT019,Red Tape,Product_006401,10024.51,5601.8,1468,40.1,40.5,51.8,9,8836.43,3.5
PROD006402,CAT008,Dell,Product_006402,1016.03,633.38,4669,23.0,24.5,46.0,9,865.01,4.8
PROD006403,CAT013,Red Tape,Product_006403,4208.42,2764.77,4194,70.3,22.7,9.3,2,3191.89,4.1
PROD006404,CAT001,Tata,Product_006404,841.51,498.1,3574,67.6,26.7,57.5,10,613.55,4.0
PROD006405,CAT030,Nike,Product_006405,4699.66,3207.25,4162,25.6,43.2,39.1,9,4309.2,4.0
PROD006406,CAT014,Dell,Product_006406,2199.08,1412.19,1047,48.6,37.7,26.9,1,1916.53,3.4
PROD006407,CAT020,Samsung,Product_006407,8467.73,5066.75,5144,46.8,55.2,46.9,8,7644.49,4.1
PROD006408,CAT007,Fastrack,Product_006408,3904.75,2297.05,2556,41.6,2.0,8.1,11,3314.33,3.1
PROD006409,CAT033,Mi,Product_006409,1896.8,936.83,4791,50.6,11.3,14.0,12,1298.62,4.2
PROD006410,CAT009,Hp,Product_006410,3837.99,3101.87,4075,11.3,30.7,41.9,11,3520.93,4.0
PROD006411,CAT023,Adidas,Product_006411,12079.69,6529.17,1644,39.1,40.8,39.3,11,9450.26,4.2
PROD006412,CAT035,Oneplus,Product_006412,4416.76,3347.86,3174,26.0,7.2,33.4,2,4085.66,2.8
PROD006413,CAT029,Tata,Product_006413,10959.28,5373.11,5320,5.2,19.1,41.8,1,8770.38,3.8
PROD006414,CAT025,Patanjali,Product_006414,3747.79,2117.06,300,43.9,59.3,57.2,3,3315.71,2.9
PROD006415,CAT036,Oneplus,Product_006415,2167.72,1261.43,2403,32.4,21.0,11.3,11,1819.08,3.2
PROD006416,CAT008,Oneplus,Product_006416,3150.3,2470.37,3451,37.3,24.0,23.2,11,2838.12,4.3
PROD006417,CAT039,Boat,Product_006417,6185.61,3245.14,1935,13.4,15.8,20.4,1,4874.14,3.5
PROD006418,CAT023,Red Tape,Product_006418,9026.7,5533.27,1817,42.9,3.0,56.4,12,6764.19,2.6
PROD006419,CAT017,Adidas,Product_006419,8044.54,4685.1,4143,25.3,18.6,14.5,3,7204.99,4.6
PROD006420,CAT011,Airtel,Product_006420,7121.18,4178.28,5048,5.0,11.3,24.6,6,5330.44,2.7
PROD006421,CAT030,Oneplus,Product_006421,1953.41,1320.99,3003,63.5,24.1,54.7,8,1702.2,3.6
PROD006422,CAT040,Hp,Product_006422,9783.42,6321.49,5220,52.1,15.5,41.5,2,8036.63,3.6
PROD006423,CAT028,Bajaj,Product_006423,3840.11,2089.58,647,44.6,25.4,5.7,5,3046.55,3.4
PROD006424,CAT002,Mi,Product_006424,2573.18,1503.94,1328,51.7,17.6,57.8,4,2318.64,2.5
PROD006425,CAT019,Airtel,Product_006425,5809.55,4251.0,574,29.3,55.1,7.4,5,4909.08,3.1
PROD006426,CAT030,Fastrack,Product_006426,4902.7,3530.78,2452,14.2,18.9,33.2,5,4580.47,2.9
PROD006427,CAT016,Dell,Product_006427,4846.98,2554.58,3484,31.8,12.9,17.6,6,3849.51,2.9
PROD006428,CAT031,Crompton,Product_006428,5309.78,3271.76,1183,64.2,46.2,39.4,8,4519.02,2.8
PROD006429,CAT029,Fastrack,Product_006429,10193.05,4797.74,2522,50.6,49.1,19.9,2,7736.7,4.4
PROD006430,CAT003,Fastrack,Product_006430,2203.95,1445.58,3796,64.3,34.7,49.8,9,1946.61,2.7
PROD006431,CAT023,Boat,Product_006431,2585.31,1416.61,3553,72.7,22.0,35.7,2,1948.12,3.3
PROD006432,CAT007,Samsung,Product_006432,10716.07,6276.9,3498,23.7,50.4,21.5,8,9810.45,3.8
PROD006433,CAT020,Red Tape,Product_006433,13939.37,8296.4,3373,73.6,40.9,52.5,3,11313.6,2.6
PROD006434,CAT016,Fastrack,Product_006434,5831.72,4238.91,5428,54.7,24.1,47.5,11,4908.55,3.7
PROD006435,CAT033,Dell,Product_006435,1228.56,851.62,3955,47.1,24.7,31.6,4,1075.47,3.6
PROD006436,CAT035,Bajaj,Product_006436,10677.66,8493.01,5001,42.7,2.1,31.5,1,9667.11,4.5
PROD006437,CAT019,Crompton,Product_006437,7600.14,5716.46,5239,40.2,5.4,30.2,2,7049.04,2.8
PROD006438,CAT022,Patanjali,Product_006438,1421.79,856.17,4742,10.5,9.8,34.2,5,1140.45,2.6
PROD006439,CAT026,Lakme,Product_006439,2967.85,2202.17,614,9.1,16.3,52.1,12,2649.98,2.8
PROD006440,CAT027,Nike,Product_006440,2337.2,1308.35,2958,29.8,55.7,8.1,4,1912.85,3.6
PROD006441,CAT026,Fastrack,Product_006441,5256.41,3131.71,2160,20.3,49.7,25.8,6,3911.53,2.7
PROD006442,CAT032,Samsung,Product_006442,7319.85,3846.15,624,11.5,4.4,46.0,10,6394.06,3.9
PROD006443,CAT040,Boat,Product_006443,4999.84,2931.42,3147,6.8,2.9,58.0,3,4714.68,4.3
PROD006444,CAT034,Red Tape,Product_006444,2801.92,1984.82,1249,78.4,36.0,12.6,9,2243.31,3.8
PROD006445,CAT006,Mi,Product_006445,12067.56,8693.39,3241,20.9,23.8,6.4,5,11042.32,3.3
PROD006446,CAT020,Red Tape,Product_006446,2995.76,1869.54,4514,78.9,48.5,49.1,11,2595.65,3.5
PROD006447,CAT019,Dell,Product_006447,8751.0,5301.27,2227,45.8,58.4,58.3,9,8059.52,3.1
PROD006448,CAT021,Nike,Product_006448,2257.4,1204.74,5229,19.4,30.7,44.0,4,1606.53,4.5
PROD006449,CAT022,Boat,Product_006449,6477.84,3145.38,4239,15.9,12.3,35.0,6,4280.97,3.2
PROD006450,CAT029,Fastrack,Product_006450,2737.44,1857.1,4443,20.1,53.8,17.1,11,2302.33,4.5
PROD006451,CAT017,Nike,Product_006451,2681.39,1665.66,706,32.3,26.5,57.7,5,2105.7,4.7
PROD006452,CAT011,Mi,Product_006452,6720.21,3652.96,5186,20.4,26.2,44.4,7,5900.44,3.1
PROD006453,CAT019,Philips,Product_006453,4784.82,3139.92,286,67.1,42.8,42.9,11,4374.68,4.5
PROD006454,CAT035,Oneplus,Product_006454,10372.97,6545.79,4657,32.5,23.5,53.4,2,8350.28,4.4
PROD006455,CAT013,Tata,Product_006455,4952.19,3535.13,260,44.5,15.6,53.0,11,4342.68,3.9
PROD006456,CAT001,Samsung,Product_006456,7996.32,5525.73,977,42.6,45.0,8.5,10,6540.68,4.4
PROD006457,CAT040,Philips,Product_006457,2015.2,1059.21,1803,54.5,12.8,5.1,7,1515.03,3.5
PROD006458,CAT008,Adidas,Product_006458,8959.6,6703.65,4084,79.8,4.3,16.5,3,7877.24,3.9
PROD006459,CAT025,Boat,Product_006459,5612.26,3709.93,4957,38.3,30.9,55.0,2,4265.11,3.4
PROD006460,CAT033,Boat,Product_006460,3586.25,2104.17,3699,29.2,4.0,33.9,10,2979.24,4.8
PROD006461,CAT011,Bajaj,Product_006461,4938.37,3376.62,4030,78.1,47.9,40.3,5,3454.42,3.7
PROD006462,CAT014,Adidas,Product_006462,2026.4,944.31,1665,79.8,58.7,23.4,7,1568.37,3.0
PROD006463,CAT012,Oneplus,Product_006463,9055.18,5638.28,5367,63.6,57.0,27.8,2,7200.85,4.0
PROD006464,CAT006,Oneplus,Product_006464,1341.87,707.52,2302,64.8,10.6,20.8,7,1052.08,4.2
PROD006465,CAT007,Tata,Product_006465,5119.83,2992.3,5030,35.5,56.1,56.7,1,3392.42,4.5
PROD006466,CAT008,Lakme,Product_006466,4897.56,2435.13,4308,45.4,8.5,27.1,7,3820.93,2.5
PROD006467,CAT019,Crompton,Product_006467,1482.89,828.95,2083,31.4,22.6,50.8,11,1223.53,4.2
PROD006468,CAT022,Wild Stone,Product_006468,6101.65,4275.2,1953,51.4,6.9,12.7,12,5039.28,3.7
PROD006469,CAT001,Samsung,Product_006469,1265.38,874.0,3769,66.9,49.7,21.8,11,999.77,4.2
PROD006470,CAT034,Patanjali,Product_006470,4040.64,2850.91,5179,33.1,15.0,14.2,8,3208.65,3.7
PROD006471,CAT028,Lakme,Product_006471,4223.23,2332.2,3731,45.1,40.6,20.4,9,3375.84,3.3
PROD006472,CAT003,Mi,Product_006472,3064.57,2037.28,4730,63.1,46.2,41.4,1,2874.05,2.6
PROD006473,CAT034,Bajaj,Product_006473,13899.66,8793.25,5318,20.7,24.1,11.9,9,11934.72,3.2
PROD006474,CAT002,Lakme,Product_006474,8167.27,5287.92,1882,50.8,47.8,34.0,12,6289.47,4.0
PROD006475,CAT023,Crompton,Product_006475,2648.71,1643.23,3008,63.2,20.9,4.2,2,2363.1,2.5
PROD006476,CAT019,Hp,Product_006476,3440.26,2244.56,3389,8.9,10.6,59.1,4,3136.86,4.6
PROD006477,CAT021,Airtel,Product_006477,7499.38,4363.45,1273,24.0,28.7,6.0,12,6501.14,3.4
PROD006478,CAT039,Lakme,Product_006478,4670.05,3200.22,4407,6.9,43.2,46.2,6,4146.92,2.6
PROD006479,CAT038,Boat,Product_006479,4439.96,2836.06,1513,5.5,4.3,52.7,9,3554.94,4.5
PROD006480,CAT012,Crompton,Product_006480,924.06,574.21,3917,40.8,48.8,59.8,10,825.57,2.9
PROD006481,CAT024,Bajaj,Product_006481,2874.91,1400.1,2929,57.6,16.8,40.4,12,2305.56,2.6
PROD006482,CAT039,Nike,Product_006482,14447.6,9849.27,4618,33.7,41.5,38.0,2,12000.0,2.7
